what,kind,bundleId,bundleVersion,description,time
java.specification.name,sysinfo,,,"Java Platform API Specification",1415967108412
java.specification.vendor,sysinfo,,,"Oracle Corporation",1415967108412
java.specification.version,sysinfo,,,"1.8",1415967108412
java.vendor,sysinfo,,,"Oracle Corporation",1415967108412
java.version,sysinfo,,,"1.8.0_05",1415967108412
java.vm.info,sysinfo,,,"mixed mode",1415967108412
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1415967108412
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1415967108412
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1415967108412
java.vm.specification.version,sysinfo,,,"1.8",1415967108412
java.vm.vendor,sysinfo,,,"Oracle Corporation",1415967108412
java.vm.version,sysinfo,,,"25.5-b02",1415967108412
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1415967108437
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1415967109604
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1415967109964
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1415967110072
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415967114055
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1415967115815
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1415967116833
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1415967117949
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1415967119291
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1415967119324
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1415967119345
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1415967119409
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1415967119410
started,bundle,com.android.ide.eclipse.ndk,23.0.3.1327240,"com.android.ide.eclipse.ndk",1415967125213
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415967502540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415967508738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415967511614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415967534631
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415967996593
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1415967999984
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1415968000312
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1415968000343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415968001390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415968054549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415968055722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415968059246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415968066540
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415968069304
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1415968075573
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1415968075775
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1415968075776
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415968075802
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1415968076671
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1415968081920
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415968083636
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415968083862
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1415968083862
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415968087897
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415968087974
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415968087974
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415968089504
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415968089572
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415968089572
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415968104798
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415968104862
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415968104862
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1415968106488
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415968106489
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1415968109715
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1415968114753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415968117882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415968132410
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415968134051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415968137082
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1415968139332
