what,kind,bundleId,bundleVersion,description,time
java.specification.name,sysinfo,,,"Java Platform API Specification",1417237524560
java.specification.vendor,sysinfo,,,"Oracle Corporation",1417237524560
java.specification.version,sysinfo,,,"1.8",1417237524560
java.vendor,sysinfo,,,"Oracle Corporation",1417237524560
java.version,sysinfo,,,"1.8.0_05",1417237524560
java.vm.info,sysinfo,,,"mixed mode",1417237524560
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1417237524560
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1417237524560
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1417237524560
java.vm.specification.version,sysinfo,,,"1.8",1417237524560
java.vm.vendor,sysinfo,,,"Oracle Corporation",1417237524560
java.vm.version,sysinfo,,,"25.5-b02",1417237524560
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1417237524592
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1417237525678
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1417237526166
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1417237526537
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1417237526694
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1417237526888
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1417237526943
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1417237527067
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1417237527691
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1417237527862
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1417237528547
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1417237528547
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1417237528595
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1417237528672
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1417237528861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417237533477
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1417237542617
started,bundle,com.android.ide.eclipse.ndk,23.0.3.1327240,"com.android.ide.eclipse.ndk",1417237543061
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1417237544679
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1417237546595
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1417237546596
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1417237546647
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417237560834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417237564328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417237567148
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1417237569448
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417237574745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417237582312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417237583219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417237595547
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1417237648732
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1417237657598
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417237662813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417237663700
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417237663912
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417237677984
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1417237677995
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1417237677995
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1417237689895
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1417237691099
